Time,OK_B100
190,174.88
191,173.55
192,172.34
193,171.2
194,170.16
195,169.18
196,168.27
197,167.41
198,166.57
199,165.77
200,164.99
201,164.24
202,163.51
203,162.81
204,162.14
205,161.47
206,160.82
207,160.18
208,159.57
209,158.99
210,158.46
211,157.98
212,157.54
213,157.12
214,156.7
215,156.28
216,155.89
217,155.51
218,155.15
219,154.82
220,154.5
221,154.2
222,153.92
223,153.64
224,153.37
225,153.12
226,152.89
227,152.67
228,152.46
229,152.27
230,152.09
231,151.92
232,151.75
233,151.6
234,151.46
235,151.33
236,151.2
237,151.08
238,150.97
239,150.86
240,150.76
241,150.66
242,150.56
243,150.47
244,150.38
245,150.3
246,150.22
247,150.14
248,150.06
249,149.99
250,149.92
251,149.85
252,149.78
253,149.71
254,149.64
255,149.57
256,149.5
257,149.43
258,149.36
259,149.29
260,149.22
261,149.15
262,149.08
263,149
264,148.93
265,148.85
266,148.77
267,148.69
268,148.61
269,148.52
270,148.44
271,148.35
272,148.26
273,148.17
274,148.08
275,147.98
276,147.89
277,147.79
278,147.69
279,147.59
280,147.49
281,147.38
282,147.28
283,147.17
284,147.06
285,146.96
286,146.85
287,146.75
288,146.64
289,146.54
290,146.44
291,146.34
292,146.25
293,146.16
294,146.07
295,145.98
296,145.88
297,145.79
298,145.69
299,145.6
300,145.49
301,145.39
302,145.28
303,145.17
304,145.05
305,144.93
306,144.81
307,144.69
308,144.56
309,144.44
310,144.3
311,144.15
312,143.99
313,143.82
314,143.62
315,143.42
316,143.2
317,142.97
318,142.72
319,142.47
320,142.19
321,141.9
322,141.6
323,141.28
324,140.96
325,140.64
326,140.33
327,140.03
328,139.72
329,139.41
330,139.1
331,138.78
332,138.46
333,138.13
334,137.79
335,137.44
336,137.09
337,136.73
338,136.37
339,136
340,135.64
341,135.25
342,134.83
343,134.39
344,133.9
345,133.38
346,132.86
347,132.35
348,131.84
349,131.28
350,130.6
351,129.85
352,129.17
353,128.56
354,128.02
355,127.51
356,127.03
357,126.58
358,126.15
359,125.73
360,125.33
361,124.94
362,124.55
363,124.39
364,125.13
365,126.58
366,127.03
367,126.14
368,124.88
369,123.77
370,122.86
371,122.08
372,121.38
373,120.72
374,120.06
375,119.43
376,118.81
377,118.2
378,117.58
379,116.97
380,116.38
381,115.81
382,115.26
383,114.73
384,114.19
385,113.65
386,113.11
387,112.58
388,112.06
389,111.54
390,111.02
391,110.55
392,110.25
393,110.13
394,110.1
395,110.03
396,109.89
397,109.72
398,109.34
399,108.58
400,107.55
401,106.41
402,105.28
403,104.19
404,103.14
405,102.15
406,101.24
407,100.41
408,99.63
409,98.91
410,98.27
411,97.68
412,97.07
413,96.44
414,95.8
415,95.16
416,94.48
417,93.74
418,92.94
419,92.22
420,91.78
421,91.6
422,91.1
423,89.73
424,87.54
425,84.82
426,81.85
427,78.99
428,76.48
429,74.4
430,72.66
431,71.05
432,69.45
433,67.8
434,66
435,64.1
436,62.09
437,60.02
438,57.99
439,56.04
440,54.11
441,52.17
442,50.2
443,48.19
444,46.17
445,44.22
446,42.46
447,40.94
448,39.62
449,38.47
450,37.45
451,36.54
452,35.7
453,34.9
454,34.16
455,33.5
456,32.91
457,32.38
458,31.91
459,31.47
460,31.03
461,30.59
462,30.14
463,29.7
464,29.26
465,28.82
466,28.39
467,27.93
468,27.47
469,26.99
470,26.52
471,26.09
472,25.7
473,25.36
474,25.08
475,24.83
476,24.59
477,24.35
478,24.1
479,23.83
480,23.57
481,23.29
482,23
483,22.71
484,22.4
485,22.09
486,21.77
487,21.47
488,21.19
489,20.94
490,20.74
491,20.56
492,20.4
493,20.25
494,20.11
495,19.95
496,19.78
497,19.6
498,19.41
499,19.21
500,18.99
501,18.76
502,18.51
503,18.27
504,18.06
505,17.87
506,17.72
507,17.6
508,17.51
509,17.43
510,17.34
511,17.24
512,17.13
513,17.01
514,16.86
515,16.7
516,16.53
517,16.33
518,16.13
519,15.92
520,15.73
521,15.57
522,15.43
523,15.33
524,15.26
525,15.2
526,15.15
527,15.09
528,15.01
529,14.93
530,14.83
531,14.72
532,14.6
533,14.46
534,14.3
535,14.14
536,13.98
537,13.84
538,13.73
539,13.64
540,13.58
541,13.54
542,13.5
543,13.47
544,13.43
545,13.38
546,13.32
547,13.25
548,13.15
549,13.03
550,12.9
551,12.75
552,12.6
553,12.46
554,12.34
555,12.25
556,12.19
557,12.15
558,12.13
559,12.11
560,12.09
561,12.06
562,12.02
563,11.97
564,11.9
565,11.82
566,11.72
567,11.61
568,11.49
569,11.38
570,11.28
571,11.19
572,11.13
573,11.1
574,11.08
575,11.06
576,11.05
577,11.04
578,11.02
579,10.98
580,10.94
581,10.87
582,10.79
583,10.7
584,10.6
585,10.5
586,10.4
587,10.32
588,10.26
589,10.22
590,10.2
591,10.19
592,10.19
593,10.18
594,10.17
595,10.15
596,10.12
597,10.07
598,10.01
599,9.93
600,9.84
601,9.74
602,9.65
603,9.56
604,9.5
605,9.45
606,9.42
607,9.4
608,9.39
609,9.39
610,9.38
611,9.36
612,9.33
613,9.29
614,9.23
615,9.16
616,9.07
617,8.98
618,8.88
619,8.79
620,8.72
621,8.65
622,8.61
623,8.58
624,8.56
625,8.55
626,8.53
627,8.52
628,8.49
629,8.45
630,8.4
631,8.33
632,8.25
633,8.15
634,8.05
635,7.96
636,7.87
637,7.79
638,7.73
639,7.68
640,7.65
641,7.62
642,7.61
643,7.59
644,7.56
645,7.53
646,7.49
647,7.43
648,7.37
649,7.29
650,7.2
651,7.11
652,7.03
653,6.94
654,6.87
655,6.81
656,6.75
657,6.71
658,6.67
659,6.64
660,6.61
661,6.57
662,6.54
663,6.49
664,6.43
665,6.37
666,6.3
667,6.22
668,6.13
669,6.05
670,5.98
671,5.91
672,5.85
673,5.81
674,5.77
675,5.74
676,5.72
677,5.69
678,5.66
679,5.63
680,5.59
681,5.53
682,5.47
683,5.4
684,5.33
685,5.25
686,5.18
687,5.11
688,5.04
689,4.99
690,4.94
691,4.9
692,4.87
693,4.84
694,4.81
695,4.78
696,4.75
697,4.71
698,4.67
699,4.61
700,4.55
701,4.49
702,4.42
703,4.36
704,4.3
705,4.24
706,4.19
707,4.15
708,4.11
709,4.08
710,4.06
711,4.03
712,4.01
713,3.98
714,3.95
715,3.91
716,3.86
717,3.81
718,3.76
719,3.71
720,3.65
